	docid	author	realname	pseudonym	gender	nationality	authordate	inferreddate	firstpub	latestcomp	allcopiesofwork	copiesin25yrs	enumcron	imprint	genres	subjects	category	shorttitle
154	uc1.32106006277773	Irving, Washington					1783-1859.	1848		1848	1	1	v.9	New York;Putnam;c1848-186	NotFiction		nonfic	The works of Washington Irving in twelve volumes
155	loc.ark+=13960=t9q24h56b	Thurston, E. Temple (Ernest Temple)			m	uk	1879-1933.	1910		1910	2	2		New York;Dodd, Mead and c	Fiction		shortstories	The patchwork papers
156	njp.32101013998008	Ritchie, Anne Thackeray			f	uk	1837-1919.	1863		1863	4	4		New York;J.G. Gregory;186	Fiction		novel	The story of Elizabeth; a tale
157	mdp.39015058691026	Bryant, William Cullen			m	us	1794-1878,	1832		1832	4	4	copy 2	New York;J. & J. Harper;1	NotFiction		shortstories	Tales of Glauber-Spa
158	inu.30000112141985	Simms, William Gilmore			m	us	1806-1870.	1841		1841	8	3		London;John Cunningham;18	Fiction	Revolution, 1775-1783|His	novel	The kinsmen: or The Black Riders of Congaree. A tale
159	uc1.b182927	Reed, Andrew			m	uk	1787-1862.	1820		1820	2	2	v. 2	London;Francis Westley;18			novel	No fiction
160	mdp.39015013248664	Mackenzie, Compton, Sir			m	uk	1883-1972.	1928		1928	1	1		Garden City, N. Y.|Double	NotFiction		novel	Extremes meet
161	njp.32101039900962	Collins, Wilkie			m	uk	1824-1889.	1879	1856.0	1879	2	1		New York;D. Appleton;1879	Fiction		novel	A rogue's life, from his birth to his marriage
162	hvd.hn2hc5							1824		1824	1	1		Dublin;Printed by Bentham	Fiction		novel	The history of Richard MacReady, the farmer lad
163	uiuo.ark+=13960=t8cg02x3m	Eden, Eleanor			f	uk		1867		1867	2	2	v.1	London;R. Bentley;1867.			novel	Dumbleton Common
164	hvd.hn3828							1845		1845	1	1		Boston;Wm. Crosby and H.P	Fiction		shortstories	Hebrew tales: selected and translated from the Ancient Hebrew sages
165	mdp.39015030763281	Middleton, Stanley			m	uk	1919-2009.	1972		1972	1	1		London|Hutchinson and Co.	NotFiction		novel	Cold gradations
166	osu.32435052534187	Barnes, Annie Maria			f	us	1857-	1927		1927	1	1		Philadelphia|The Penn pub	NotFiction		novel	A knight of Carolina
167	pst.000056601855	Roosevelt, Elliott			m	us	1910-1990	2001	1993.0	1990	1	1		Thorndike, Me.|Center Poi	Mystery fiction|Fiction|H	Large type books|Roosevel	novel	"New deal for death : a ""Blackjack"" Endicott novel"
168	pst.000006466640	James, Marion, of Australia						1943		1943	1	1		Westmead, Sydney, N.S.W.|	NotFiction	Poetry|Fiction	nonfic	"Yabba-yabba (an aboriginal word meaning ""talks"") : stories and verses of Australia : birds, bush, blackfellows"
169	nyp.33433082342175	Campbell, Calder			m	uk	1798-1857.	1847		1847	3	3	v. 3	London;1847.	NotFiction		nonfic	Rough Recollections of Rambles AbroaÌ€d and at Home
170	mdp.39015014541208	McGahern, John			m	ir	1934-2006.	1966	1965.0	1965	1	1		New York|Knopf|1966 [c196	Fiction		novel	The dark
171	hvd.hn6lvs	Barbauld, (Anna Letitia), Mrs			f	uk	1743-1825.	1832		1825	1	1		New York;P. Hill;1832.	NotFiction		shortstories|juvenile	Lessons for children. With engravings and four original tales
172	uc2.ark+=13960=t9p26xq9c	Metelerkamp, Sanni			f	sa	1867-1945.	1914		1914	1	1		London;Macmillan;1914.		Folklore, African|Tales, 	shortstories	Outa Karel's stories
173	uc1.$b317729	France, Anatole			m	fr	1844-1924.	1923	1893.0	1923	2	2		New York|Boni and Liverig	Fiction		novel	The Queen Pedauque
174	uc2.ark+=13960=t0qr4qv09							1907		1907	2	2		London;New York;etc.] Nor			reprint	The story of Burnt Njal, the great Icelandic tribunt, jurist, and counsellor
175	mdp.39015063077930	Allman, James						1903		1903	2	2		Chicago;C. H. Kerr & comp	NotFiction		nonfic	God's children; a modern allegory
176	uc1.$b787098	Marshall, Bruce			m	uk	1899-1987.	1953		1953	1	1		London|Constable|1953	Fiction		novel	The fair bride, a novel
177	uc1.$b301191	Lowis, C. C. (Cecil Champain)			m	uk	1866-	1928		1928	1	1		Garden City, N.Y.|Doubled	NotFiction		novel	The district bungalow
178	mdp.39015031235396	Lathrop, Rose Hawthorne					1851-1926.	1897		1897	4	4		Boston;New York;Houghton,	Biography|NotFiction	1804-1864|Hawthorne, Nath	nonfic	Memories of Hawthorne
179	coo.31924014518355	Wright, Austin Tappan			m	us	1883-1931.	1942	1942.0	1931	3	2		New York|Toronto|Farrar &	NotFiction		novel	Islandia
180	uc1.$b548783	Tomkinson, Constance			f		1915-	1956		1956	1	1		Boston|Little, Brown|1956	NotFiction	Correspondence, reminisce	nonfic	Les girls
181	uc1.$b243146	Herbert, Xavier			m	au	1901-1984.	1961		1961	1	1		Sydney|Angus and Robertso	Fiction		novel	Soldiers' women
182	mdp.39015000623663	Kipling, Rudyard			m	uk	1865-1936.	1800	1888.0	1800	38	2		New York;Manhattan press;	ContainsBiogMaterial|NotF	English fiction	shortstories	Plain tales from the hills
183	uc1.b3738981	Dangor, Achmat			m	sa	1948-	1981		1981	1	1		Johannesburg|Ravan|1981.	Fiction		novel	Waiting for Leila
184	inu.30000114172426	Farris, John			m	us	1936-	1976		1976	1	1		Chicago|Playboy Press|c19	Fiction		novel	The fury :
185	mdp.49015001400168	Sommerfelt, AimÃ©e	Sommerfelt, Aimée		f	no	1892-1975.	1972	1950.0	1963	1	1		s.l.|Scholastic Book Serv	Fiction		novel	Miriam
186	hvd.hnnzq4	Beasley						1836		1836	1	1	v.1	Philadelphia;Carey, Lea &	NotFiction		novel	Violet Woodville; or, The danseuse: a portraiture of human passions and characters
187	uc1.31822033251729	Forrest, Michael D			m			1922		1922	1	1		Kensington, Sydney;Sacred	NotFiction	Catholic Church|Papua New	novel	Father Justin : a story of Papua
188	osu.32435060262698	Newman, Isidora			f	us	1878-1955.	1926		1926	1	1		Racine, Wis.|Whitman Pub.	NotFiction		shortstories	The legend of the orange blossom : and other fairy flowers
189	mdp.39015038101666	Naher, Gaby			f	au	1967-	1996	1995.0	1996	1	1		London|New York, N.Y.|Ham	Fiction		novel	The underwharf
190	inu.30000120995638	Jeal, Tim			m	uk	1945-	1976		1976	1	1		London|H. Hamilton|1976.	Fiction		novel	Until the colours fade
191	mdp.39015005672269	Bowen, Stirling			m			1930		1930	2	2		New York|E. P. Dutton & c	Fiction|UnknownGenre|Pamp	Criminals|Fiction|New Yor	novel	Wishbone
192	mdp.39015065770755	prince de, Ligne, Charles Joseph					1735-1814.	1811		1811	1	1		Londres;L. Deconchy;1811.	NotFiction	Eugene|History|1663-1736|	nonfic	MÃ©moires du Prince EugÃ¨ne de Savoie
193	uc1.$b117324	Mallette, Gertrude Ethel			f		1887-	1941		1941	1	1		Garden City, N. Y.|Double	NotFiction		novel	Into the wind
194	mdp.39015063964053	Watson, H. B. Marriott (Henry Brereton Marriott)			m	uk	1863-1921.	1913		1913	1	1		London;Mills & Boon;1913	Fiction		novel	Ifs & ans
195	mdp.39015080844932	Flynn, Robert			m	us	1932-	2009		2009	1	1		Fort Worth, Tex.|TCU Pres	Western stories|Fiction	Playwriting|Heroes|Fictio	novel	Echoes of glory
196	uc1.b250186	Marryat, Frederick			m	uk	1792-1848.	1834		1834	16	7	v. 3	London;Saunders and Otley	NotFiction|Bibliographies		novel	Jacob Faithful
197	inu.39000005757583	Niemi, Adrian Arthur						1978		1978	1	1		New York|Vantage Press|c1	Fiction		novel	The quest of the Sampo
198	pst.000017853996	Roberts, Kenneth Lewis			m	us	1885-1957.	1931		1931	4	4		Garden City, NY|Doubleday	Bibliographies|Fiction|No	War of 1812|Dartmoor Pris	novel	The lively lady : a chronicle of Arundel, of privateering, and of the circular prison on Dartmoor
199	uc1.b4975632	Aakhus, Patricia		McDowell, Patricia	f	us	1952-2012.	1989		1989	1	1		Santa Cruz, Calif.|Story 	Fiction	Mythology, Celtic|Fiction	novel	The voyage of Mael Duin's curragh
200	uc2.ark+=13960=t3416t85d	McElgun, John			m			1873		1873	2	2		New York;J.A. McGee;1873.	Fiction	American fiction	novel	Annie Reilly, or, The fortunes of an Irish girl in New York
201	mdp.39015074301576							2007		2007	1	1		Auckland, N.Z.|Reed|c2007	Fiction	21st century|Literary col	shortstories	Get on the waka : best recent MÄori fiction
202	nyp.33433074835400	Bellamy, Elizabeth W. (Elizabeth Whitfield)		Thorpe, Kamba	f	us	1837-1900.	1876		1876	1	1		New York;D. Appleton;1876	Fiction		novel	The little Joanna, a novel
203	nyp.33433084128879	Bates, Arlo			m	us	1850-1918.	1890		1890	2	2		Boston;Roberts;c1890	Fiction		novel	Albrecht
204	uc1.b3116810	White, Ethel Lina			f	uk	1876-1944.	1941		1941	1	1		New York|Harper|c1941	NotFiction		novel	She faded into air
205	uc1.$b56309	Babson, Naomi Lane			f		1895-	1939		1939	1	1		New York|Reynal & Hitchco	NotFiction		novel	All the tomorrows; a novel
206	uc2.ark+=13960=t3bz6218s	Replogle, Charles						1904		1904	2	2		London;Headley Brothers;1		Indians of North America|	nonfic	Among the Indians of Alaska
207	uc1.$b299596	Asch, Nathan			m	us	1902-1964	1927		1927	1	1		New York|Boni|c1927.	NotFiction		novel	Love in Chartres
208	uc1.b249750	Field, Eugene			m	us	1850-1895.	1896		1895	9	9		New York;Scribner;1896.	NotFiction|Fiction|Unknow	Field, Eugene|American fi	shortstories	Second book of tales
209	uc2.ark+=13960=t4rj4bm6v	Fisher, Mary			f		1858-	1917		1917	1	1		New York;Thomas Y. Crowel			novel	The Treloars
210	uc2.ark+=13960=t3ws8pd3r	Hook, Theodore Edward			m	uk	1788-1841.	1828		1828	2	2	v.3	London;Henry Colburn ...;			shortstories	Sayings and doings, or, Sketches from life
211	loc.ark+=13960=t47p9gx27	Dolaro, Selina			f	uk	1849-1889.	1889		1889	1	1		Philadelphia;J. B. Lippin			novel	Bella-Demonia
212	uc2.ark+=13960=fk6639kj41	Glasgow, Ellen Anderson Gholson			f	us	1873-1945.	1900	1897.0	1900	4	3		New York and London;Harpe	Fiction		novel	The descendant
213	mdp.39015005021582	[Ives, Percy]			m			1906		1906	1	1		Boston, Mass.;Percy Ives 	Fiction		novel	The seamy side; a story of the true condition of things theatrical
214	mdp.39015006955945	Johnston, Mary			f	us	1870-1936.	1920		1920	3	3		New York;London;Harper & 	Fiction		novel	Sweet rocket
215	umn.31951p005426620	Rodenberg, Julius			m	de	1831-1914.	1881		1881	2	2	v.2	London;Sampson Low, Marst	NotFiction		novel	The Grandidiers : a tale of Berlin life
216	uc1.$b301192	Luard, William Blaine			m		1897-	1935		1935	1	1		New York|Longmans, Green|	Fiction		novel	Conquering seas
217	uc1.$b74561	Feiner, Ruth			f	de	1909-1954.	1939		1939	1	1		Philadelphia|J. B. Lippin	Fiction		novel	Yesterday's dreams
218	mdp.39015040659941	Phillips, Louis			m	us	1942-	1996		1996	1	1		Livingtston, AL|Livingsto	NotFiction	Baseball stories, America	nonfic	Hot corner : baseball stories & writing & humor
219	nyp.33433074855168	Galt, John			m	uk	1779-1839.	1824		1824	9	9	v. 1	Edinburgh;Oliver & Boyd;L	Fiction		novel	Rothelan : a romance of the English histories
220	uiuo.ark+=13960=t2z32g882	Ritchie, Leitch			m	uk	1800-1865.	1836		1836	3	3	v.3	London;John Macrone;1836.			novel	The magician
221	mdp.39015066677785	Lauer, Pierre			m	fr	1931-	1972		1972	1	1		New York|Morrow|1972.	Fiction		novel	The suns of Badarane
222	uc1.32106001996534	Lehmann, Rosamond			f	uk	1901-1990.	1927		1927	5	4		New York|Reynal and Hitch	UnknownGenre|NotFiction		novel	Dusty answer
223	hvd.hxj2fv							1816		1816	1	1	v.32  (1817)	London;printed by T.C. Ha	NotFiction	Great Britain|Trials (Tre	nonfic	/ by Thomas Jones Howell
224	uiuo.ark+=13960=t7sn0tn1b	Oliphant	Oliphant, Margaret		f	uk	1828-1897.	1862		1862	3	3	v.3	London;Hurst and Blackett			novel	The last of the Mortimers
225	uc2.ark+=13960=t4jm24q6s	Djurklou, Nils Gabriel			m	sw	1829-1904.	1901		1901	1	1		London;W. Heinemann;1901.			shortstories|juvenile	Fairy tales from the Swedish of G. Djurklo;
226	uiuo.ark+=13960=t3xs68f29	Moriarty, H. M			f	uk	d. 1827	1812		1812	2	2	v.2	London;Printed for and so			novel	Crim. con
227	uiuo.ark+=13960=t4sj1vq72	Gore	Gore, Catherine Grace Frances		f	uk	1798-1861.	1830		1830	3	3	v.3	London;H. Colburn and R. 			novel	The manners of the day
228	osu.32435012603239	Walpole, Hugh, Sir			m	uk	1884-1941.	1935	1914.0	1935	1	1		Garden City, NY|Doubleday	Fiction		novel	The Duchess of Wrexe
229	uc1.b248179	Soane, George			m	uk	1790-1860.	1817		1817	2	2		London;Printed and publis			novel	The falls of Clyde
230	uc1.b287373	Chambers, Robert W. (Robert William)			m	us	1865-1933.	1897		1897	1	1		New York;D. Appleton and 			shortstories	The mystery of choice
231	mdp.39015005607828	Lewis, Sinclair			m	us	1885-1951.	1949		1949	1	1		New York|Random House|194	Fiction		novel	The God-seeker
232	uiuo.ark+=13960=t1bk20h2g	Robinson, F. W. (Frederick William)			m	uk	1830-1901.	1862		1862	4	4	v.3	London;Hurst and Blackett	NotFiction		novel	Owen: a waif
233	inu.32000009559560	Burgess, Yvonne			f	sa		1975		1975	1	1		Johannesburg|Donker|1975.	Fiction		novel	The strike : a novel
234	uiuo.ark+=13960=t4dn4t070	Warner	Warner, Ellen Rebecca		f			1808		1808	3	3	v.2	Bath;Printed by Richard C			novel	Herbert-Lodge
235	osu.32435010203289	Gribble, Leonard R. (Leonard Reginald)			m	uk	1908-1985.	1931		1931	1	1		Garden City, N. Y.|Pub. f	Fiction		novel	The Grand Modena murder, an Inspector Slade detective story
236	uc1.b3607831	Cox, Sidney					1889-1952.	1926		1926	4	4		New York|London|Harper & 	NotFiction	American prose literature	nonfic	Prose preferences
237	mdp.39015053774322	Martin, David			m		1915-1997.	1966		1966	2	2		New York|Crown Publishers	Fiction		novel	The littlest neutral
238	mdp.39015005593879	Hefley, James C	Hefley, James C|Hefley, Marti		m	us	1932-2004.	1974		1974	1	1		Wheaton, Ill.|Tyndale Hou	NotFiction	Persecution|Missions|Viet	novel	No time for tombstones; life and death in the Vietnamese jungle
239	njp.32101066122126	Grant, James Gregor			m	uk	d. 1875	1838		1838	3	3	v.2	London;Saunders & Otley;1	NotFiction		novel	Rufus, or, The red king : a romance
240	umn.319510008901568	Cavanna, Betty			f	us	1909-2001.	1948		1948	1	1		Philadelphia|Westminster 	NotFiction	Airplanes|Piloting|Juveni	juvenile	A girl can dream
241	uiuo.ark+=13960=t96692w8z	Opie, Amelia Alderson			f	uk	1769-1853.	1806		1806	2	2	v.3	London;Printed for Longma			shortstories	The soldier's return.  The brother and sister.  The revenge
242	uiuo.ark+=13960=t7br94x31	Downes, Joseph			m	uk	1791-1860.	1836		1836	3	3	v.2	London;R. Bentley, succes			shortstories	The mountain Decameron
243	uiuo.ark+=13960=t7sn0v67t	Cleishbotham, Jedediah		Cleishbotham, Jedediah		uk		1825		1825	2	2	v.2	London;Printed for T. Hoo			novel	Constancy in the Nineteenth Century|Traditions Respecting Grimmfer the Wizard
244	uc1.b3325304	Wingfield, Lewis Strange			m	ir	1842-1891.	1878		1878	7	7	v. 2	London;R. Bentley;1878.	Fiction	English fiction	novel	Lady Grizel. An impression of a momentous epoch
245	njp.32101032329045	Lewis, M. G. (Matthew Gregory)			m	uk	1775-1818.	1806		1806	2	2	v.1	London;J. F. Hughes;1806.	Fiction		novel	Feudal tyrants; or, The Counts of Carlsheim and Sargans.  A romance
246	mdp.39015059204787	Erickson, Steve			m	us	1950-	2005		2005	2	2		New York|Simon & Schuster	NotFiction	Fiction|Millennium (Escha	novel	Our ecstatic days
247	uiuo.ark+=13960=t3xs6cp6m	Young, Mary Julia			f	uk		1803		1803	4	4	v.2	London;Printed by D.N. Sh			novel	Right and wrong; or, The kinsmen of Naples
248	wu.89099258352	Quinn, Vernon			m		1881-1962.	1939		1939	1	1		New York|F.A. Stokes|1939	NotFiction	Folklore|Plants|Flowers	shortstories|juvenile	Stories and legends of garden flowers
249	mdp.39015029554261	Davis, Lindsay			f	uk	1949-	1992	1990.0	1990	1	1		New York|Ballantine Books	Fiction|Detective and mys	Vespasian, 69-79|Fiction|	novel	Shadows in bronze : a Marcus Didius Falco novel
250	uc2.ark+=13960=t8tb19n0h	Ritchie, Anne Thackeray			f	uk	1837-1919.	1880		1880	1	1		Leipzig;B. Tauchnitz;1880			shortstories	Da Capo;
251	uc1.b3048114	Du Boisgobey, Fortune	du Boisgobey, Fortune		f	uk	1821-1891.	1885	1881.0	1885	1	1	v. 3	London;Vizetelly;188-]-	Fiction		novel	The day of reckoning
252	uc1.b4091099	Lawrence, D. H. (David Herbert)			m	uk	1885-1930.	1932		1930	2	2		London|M. Secker|1932.	Fiction		shortstories	England, my England
253	pst.000022172372	Pratchett, Terry			m	uk	1948-2015.	1988		1988	1	1		New York|Penguin Books|c1	NotFiction		novel	Wyrd sisters
254	mdp.39015030699642	Just, Ward S			m	us	1935-	1975		1975	1	1		Boston|Little, Brown|1975	Fiction		novel	Nicholson at large : a novel
255	uiuo.ark+=13960=t6vx10k7w	Melville, Theodore			m	uk		1802		1802	3	3	v.1	London;Crosby and Letterm			novel	The white knight, or, The monastery of Morne
256	uc2.ark+=13960=t1kh0h31j	Tagore, Rabindranath			m	in	1861-1941.	1918		1918	2	1		London;Macmillan;1918.	UnknownGenre		shortstories	Mashi, and other stories
257	nyp.33433006640944	Kirby, Mary			f	uk	1817-1893.	1875		1875	1	1		London;T. Nelson and Sons	Juvenile audience|Fiction	Food|Juvenile literature	juvenile	Aunt Martha's corner cupboard : a story for little boys and girls
258	nyp.33433076068950	Gatchell, Ch. (Charles)			m	us	1851-1910.	1900		1900	1	1		Chicago;Era publishing co	Fiction		novel	What a woman did
259	mdp.39015016445978	Chase, Ilka			f	us	1905-1978.	1951		1951	2	2		Garden City, N.Y.|Doubled	Fiction		nonfic	New York 22; that district of the city which lies between Fiftieth and Sixtieth Streets, Fifth Avenue, and the East River
260	uc1.b4948945	Maitland, Sara			f	uk	1950-	1984		1984	1	1		London|Joseph|1984.	Fiction		novel	Virgin territory
261	mdp.39015063959889	Sears, Elisabeth (Egan)			f		1884-	1936		1936	1	1		New York|Green cirlce boo	Fiction		novel	You never can tell
262	mdp.39015063992492	Misses. Cuthbertson	Cuthbertson, Catherine		f	uk	1775-1842.	1822	1803.0	1822	4	4	v.1	London;Printed for Baldwi	Fiction		novel	Romance of the Pyrenees
263	nyp.33433075769079	Farjeon, B. L. (Benjamin Leopold)			m	uk	1833-1903.	1878		1878	1	1		New York;G. W. Carleton;1	Fiction	English fiction	novel	Widow Cherry; or, The mystery of Roaring Meg. A novel
264	njp.32101066458140	Corbett, M						1828		1828	6	6	v.2	Edinburgh;Printed for Cad	NotFiction		shortstories	Tales and legends
265	mdp.39015062213007	Baerlein, Henry					1875-1960.	1941		1941	1	1		London|F. Muller ltd.|194	NotFiction	Voyages and travels	nonfic	Travels without a passport
266	inu.30000124732995	dar. Shah, Ikbal Ali, Sir	Shah, Ali Ikbar		m	in	1894-1969.	1980		1980	1	1		London|Octagon Press|c198	Fiction	Fiction	shortstories	Escape from Central Asia
267	mdp.39015059417959	Taylor, Bayard			m	us	1825-1878.	1852		1852	3	3	V.11	New York;G.P. Putnam;1852	UnknownGenre		novel	John Godfrey’s Fortunes
268	uiuo.ark+=13960=t1tf05388	Davenport, Selina			f	uk	1779-1859.	1814		1814	4	4	v.5	London;Printed at the Min			novel	The hypocrite;
269	mdp.39015025926380	Freeman, Mary Eleanor (Wilkins), Mrs			f	us	1852-1930.	1899		1899	2	2		Boston;Lothrop publishing	Fiction	Manners and customs|Ficti	novel	In colonial times; the adventures of Ann, the bound girl of Samuel Wales, of Braintree, in the province of Massachusetts Bay
270	mdp.39015063964376	Wilkins, W. A						1882		1882	1	1		Nw York;Fords, Howard, & 	Mystery fiction|Fiction	New York (State)|Politica	novel	The Cleverdale mystery; or, The machine and its wheels. A story of American life
271	uc1.$b63994	Wren, Percival Christopher			m	uk	1885-1941.	1941		1941	1	1		Philadelphia|Macrae-Smith	NotFiction	ArmeÃŒÂe|LeÃŒÂgion eÃŒÂtrang	novel	The uniform of glory
272	uc1.$b103853	Kubly, Herbert			m	us	1915-1996.	1958		1958	1	1		New York|Simon and Schust	Fiction		shortstories	Varieties of love; [stories]
273	nnc1.1000018538	Flower, Elliott			m		1863-1920.	1903		1903	2	2		Boston;L. C. Page & compa	NotFiction		novel	The spoilsmen
274	uiuo.ark+=13960=t1jh3z86d	Griffin, Gerald			m	ir	1803-1840.	1842		1840	3	3	v.1	London;Maxwell and Co.;18		823G87TA	shortstories	Talis qualis, or, Tales of the jury room
