"docid"	"allcopiesofwork"	"author"	"authordate"	"category"	"copiesin25yrs"	"enumcron"	"firstpub"	"gender"	"genres"	"imprint"	"inferreddate"	"latestcomp"	"nationality"	"pseudonym"	"realname"	"shorttitle"	"subjects"
"nyp.33433076032386"	1	"Cooper, James Fenimore"	"1789-1851."	"novel"	1	"v. 15 The Monikins"	1835	"m"	"NotFiction"	"New York;W. A. Townsend;1"	1859	1851	"us"			"The Monikins"	
"uc2.ark+=13960=t3707zj06"	1	"Lytton, Edward Bulwer Lytton, Baron"	"1803-1873."	"novel"	1	"v.18"	1841	"m"		"Edinburgh;London;W. Black"	1859	1859	"uk"			"Novels of Sir Edward Bulwer Lytton"	
"nyp.33433076016843"	1	"Cooper, James Fenimore"	"1789-1851."	"novel"	1	"v. 30"	1842	"m"	"NotFiction"	"New York;W. A. Townsend;1"	1859	1851	"us"			"The Wing-and-Wing"	
"uc2.ark+=13960=t4mk67860"	1	"Lytton, Edward Bulwer Lytton, Baron"	"1803-1873."	"novel"	1	"v.40"	1846	"m"		"Edinburgh;London;W. Black"	1859	1859	"uk"			"Novels of Sir Edward Bulwer Lytton"	
"uc2.ark+=13960=t7tm7472s"	1	"Lytton, Edward Bulwer Lytton, Baron"	"1803-1873."	"novel"	1	"v.01"	1849	"m"		"Edinburgh;London;W. Black"	1859	1859	"uk"		"Bulwer-Lytton, Edward"	"The Caxtons: A Family Picture"	
"uc2.ark+=13960=t3nv9gf05"	15	"Kingsley, Henry"	"1830-1876."	"novel"	4	"v.2"		"m"	"Bibliographies|Fiction|No"	"Cambridge;Macmillan;1859."	1859	1859	"uk"			"The recollections of Geoffry Hamlyn"	"1857-1926|Shorter, Clemen"
"uc1.b4103265"	4	"Trollope, Anthony"	"1815-1882."	"novel"	2		1857	"m"	"Fiction|NotFiction"	"New York;Harper & Brother"	1860	1860	"uk"			"The three clerks : a novel"	
"njp.32101067178937"	1	"Trollope, Anthony"	"1815-1882."	"novel"	1			"m"	"Fiction"	"New York;Harper;1860."	1860	1860	"uk"			"Castle Richmond : a novel"	
"nnc1.1002272601"	1			"novel"	1	"v.1"		"u"	"NotFiction"	"London;1860."	1860	1860	"uk"			"Elfie in Sicily"	
"nyp.33433076022254"	1	"Southworth, Emma Dorothy Eliza Nevitte"	"1819-1899."	"novel"	1			"f"	"Fiction"	"Philadelphia;T.B. Peterso"	1860	1860	"us"			"The mother-in-law. A tale of domestic life"	"American fiction"
"uiuo.ark+=13960=t0bv8450f"	1			"novel"	1	"v.3"		"u"		"London;Hurst and Blackett"	1860	1860				"Stretton of Ringwood Chace"	
"njp.32101065704312"	2	"Reade, William Winwood"	"1838-1875."	"novel"	2	"vol.3"		"m"	"NotFiction"	"London;C.J. Skeet;1860."	1860	1860	"uk"			"Liberty hall, Oxon"	
"nyp.33433074880000"	1	"Sargent, George E. (George Etell)"	"1808 or 9-1883."	"novel"	1			"m"	"NotFiction"	"New York;American Tract S"	1860	1860	"us"			"The little sea-bird"	
"uiuo.ark+=13960=t9g450k2g"	3	"Beale, Anne"		"novel"	3	"v.2"		"f"		"London;T. C. Newby;1860."	1860	1860				"Country landlords"	
"uc2.ark+=13960=t9x060k11"	1	"Manning, Anne"	"1807-1879."	"novel"	1			"f"		"London;R. Bentley;1860."	1860	1860	"uk"			"Town and forest"	
"uc2.ark+=13960=t21c20786"	5	"Horlock, Knightley William"	"1802-1882."	"novel"	5	"v.2"		"m"	"NotFiction"	"London;Hurst and Blackett"	1860	1860	"uk"			"Lord Fitzwarine"	
"uc1.b251166"	6	"Harris, Miriam Coles"	"1834-1925."	"novel"	5			"f"	"Fiction|UnknownGenre"	"New York;Derby & Jackson;"	1860	1860	"us"			"Rutledge"	"American fiction"
"uva.x000427966"	9	"Cooper, James Fenimore"	"1789-1851."	"novel"	4		1841	"m"	"NotFiction|War stories|Bi"	"New York;W.A. Townsend an"	1861	1851	"us"			"The deerslayer; or, The first war-path. A tale. Illustrated from drawings by F.O.C. Darley"	"Delaware Indians|Fiction|"
"uc1.b4104441"	3	"Ruffini, Giovanni"	"1807-1881."	"novel"	1		1855	"m"	"NotFiction"	"Leipzig;B. Tauchnitz;1861"	1861	1861	"it"			"Doctor Antonio"	"Italy|Fiction|History|Fic"
"uc2.ark+=13960=t53f5016t"	1	"Ruffini, Giovanni"	"1807-1881."	"novel"	1		1860	"m"		"Leipzig;B. Tauchnitz;1861"	1861	1861	"it"			"Lavinia"	
"uiuo.ark+=13960=t54f2d76n"	3	"Reid, Mayne"	"1818-1883."	"novel"	3	"v.1"	1861	"m"		"London;Richard Bentley;18"	1861	1861	"uk"			"The wild huntress"	
"uc2.ark+=13960=t5j964t2w"	2	"Trollope, Thomas Adolphus"	"1810-1892."	"novel"	2	"v.0001"		"m"		"London;Chapman and Hall;1"	1861	1861	"uk"			"La Beata"	
"uiuo.ark+=13960=t12n5sm4n"	3	"Wills, W. G"	"1828-1891"	"novel"	3	"v.2"		"m"		"London;Hurst and Blackett"	1861	1861	"ir"		"Wills, William Gorman"	"Notice to quit"	"823W6852N"
"nyp.33433082289871"	1	"A. L. O. E"	"1821-1893."	"novel"	1			"f"	"Juvenile audience|Fiction"	"London;New York;T. Nelson"	1861	1861	"uk"	"A.L.O.E."	"Tucker, Charlotte Maria"	"The giant killer, or, The battle which all must fight"	"Juvenile literature|Chris"
"njp.32101068164589"	1	"Jones, J. B. (John Beauchamp)"	"1810-1866."	"novel"	1			"m"	"NotFiction"	"Philadelphia;T. B. Peters"	1861	1861	"us"			"Secession, coercion, and civil war. The story of 1861"	
"njp.32101067631109"	4	"Brooks, Shirley"	"1816-1874."	"novel"	4			"m"	"NotFiction"	"New York;Harper & brother"	1861	1861	"uk"			"The silver cord. A novel"	
"nyp.33433074923354"	1	"Halse, George"	"1826-1895."	"novel"	1			"m"	"Fiction"	"London;Harrison;1861."	1861	1861	"uk"			"Agatha : a fanciful flight for a gusty night"	"Miscellanea|English liter"
"uiuo.ark+=13960=t88g98r2v"	3	"Smythies, Harriet Maria Gordon"		"novel"	3	"v.1"		"f"		"London;Hurst and Blackett"	1861	1861	"uk"			"The Daily Governess"	
"uiuo.ark+=13960=t54f2dt68"	2	"Scotus, Johannes"		"novel"	2	"v.2"		"m"		"London;Saunders, Otley, a"	1862	1862				"The weird of the Wentworths;"	
"nyp.33433074859764"	1	"Grogan, Mercy"		"novel"	1			"f"	"Fiction"	"London;Smith, Elder and C"	1862	1862		"Mackenzie, Erick"		"Highland lassies: or, The Roua pass"	"English fiction"
"uc2.ark+=13960=t78s4m942"	1	"La Motte-Fouqu??, Friedrich Heinrich Karl"	"1777-1843"	"novel"	1			"m"		"New York;J. Miller;1862?"	1862	1862	"ger"		"Fouqu�, Friedrich de la Motte"	"Thiodolf the Icelander"	
"uiuo.ark+=13960=t07w70x4m"	4	"Robinson, F. W. (Frederick William)"	"1830-1901."	"novel"	4	"v.2"		"m"	"NotFiction"	"London;Hurst and Blackett"	1862	1862	"uk"		"Robinson, Frederick William"	"Owen: a waif"	
"uc2.ark+=13960=t95718s83"	2	"Kimball, Richard B. (Richard Burleigh)"	"1816-1892."	"novel"	2			"m"		"New York;Putnam;1862."	1862	1862				"Student's abroad"	
"uiuo.ark+=13960=t7sn0tn1b"	3	"Oliphant"	"1828-1897."	"novel"	3	"v.3"		"f"		"London;Hurst and Blackett"	1862	1862	"uk"		"Oliphant, Margaret"	"The last of the Mortimers"	
"uiuo.ark+=13960=t1bk20h2g"	4	"Robinson, F. W. (Frederick William)"	"1830-1901."	"novel"	4	"v.3"		"m"	"NotFiction"	"London;Hurst and Blackett"	1862	1862	"uk"			"Owen: a waif"	
"njp.32101065708693"	1	"Robinson, J. H. (John Hovey)"	"1825-"	"novel"	1			"m"	"Fiction"	"New York;F.A. Brady;c1862"	1862	1862	"us"			"Milrose; or, The cotton-planter's daughter. A tale of South Carolina"	"History|Civil War, 1861-1"
"uc1.b3123809"	3	"Houstoun, (Matilda Charlotte), Mrs"	"1811-1892."	"novel"	3	"v.2"		"f"	"NotFiction"	"London;Saunders, Otley, a"	1862	1862	"uk"			"Recommended to mercy"	
"njp.32101073308379"	1	"Kelty, Mary Ann"	"1789-1873."	"novel"	1			"f"	"Fiction"	"Boston;s.n.;1862."	1862	1862	"uk"			"The real and the beau-ideal. Passages from Shakespeare, compared with those from Holy Writ. Siberts wold, a tale"	"Sources|1564-1616|Religio"
